,kepid,koi_slogg,koi_steff,koi_srad,koi_kepmag,koi_duration,koi_depth,koi_prad
2246,8676148,4.508,5774.0,0.941,15.825999999999999,4.551,652.7,2.38
2247,9696358,3.923,6054.0,2.163,11.752,6.527,38.0,1.42
2251,9757613,4.708,3879.0,0.537,15.472999999999999,2.7096,2794.7,2.83
2253,10916600,4.341,6187.0,1.238,13.383,3.673,53.6,0.92
2254,8429314,4.327,5800.0,1.149,15.174000000000001,4.65,945.9,3.52
2255,9153570,4.571000000000001,5547.0,0.82,15.89,1.973,281.0,1.37
2260,8481129,4.558,4873.0,0.796,14.61,3.974,259.5,1.54
2261,2142522,4.341,6113.0,1.218,12.867,3.873,116.6,1.32
2262,9395719,4.435,6147.0,1.096,15.618,1.3916,351.5,2.07
2263,8753896,4.468999999999999,5094.0,0.87,15.77,1.992,371.9,1.84
2267,11295426,4.279,5790.0,1.198,9.997,3.0063,55.0,0.91
2271,8757824,4.294,6078.0,1.271,14.46,2.064,107.4,1.32
2273,6124512,3.741,5405.0,2.605,14.667,5.2,108.5,3.24
2274,10070468,4.191,5827.0,1.374,14.812000000000001,2.992,83.2,1.27
2277,11337566,3.998,6311.0,1.994,11.392000000000001,5.522,45.9,1.36
2280,5007345,3.745,5814.0,2.476,14.689,2.1787,222.8,3.76
2281,12120484,4.261,5936.0,1.299,14.15,7.042,203.1,2.13
2282,6429812,4.537,5632.0,0.904,14.183,4.102,505.4,2.11
2287,11403389,4.5280000000000005,5790.0,0.9,14.975999999999999,4.605,436.3,2.44
2288,9851662,4.479,5475.0,0.818,14.503,4.422,221.5,1.44
2292,8733898,4.923,3464.0,0.328,16.257,0.7572,2754.6,1.73
2293,8733898,4.923,3464.0,0.328,16.257,0.9613,2355.0,1.72
2297,7090524,4.261,5511.0,1.176,14.455,4.183,142.0,1.48
2298,11133306,4.316,5978.0,1.171,11.854000000000001,4.6125,421.8,2.4
2300,5871985,4.649,4477.0,0.637,15.165,7.768,1992.3,2.72
2301,8292840,4.238,6214.0,1.297,10.5,10.8636,351.2,2.51
2302,9730163,5.112,3157.0,0.18,17.475,1.5916,6462.0,1.56
2303,9730163,5.112,3157.0,0.18,17.475,1.2637,2598.0,0.92
2304,11453592,4.875,3483.0,0.389,14.717,0.9879,631.8,1.24
2310,10591855,4.662,4313.0,0.65,15.571,1.5796,224.9,0.93
2313,9451706,4.263999999999999,6075.0,1.352,11.485,3.414,107.3,1.46
2318,7609553,4.516,5017.0,0.797,14.589,1.6202,126.8,0.87
2319,10122538,4.718,3891.0,0.564,16.279,2.996,1617.1,2.21
2321,5480640,4.271,5467.0,1.152,14.467,5.584,807.1,3.21
2322,5480640,4.271,5467.0,1.152,14.467,3.754,221.2,1.68
2323,5480640,4.271,5467.0,1.152,14.467,2.696,474.8,2.69
2324,5175986,4.627,4792.0,0.704,15.898,1.066,488.5,1.52
2329,6521045,4.122,5788.0,1.474,11.197000000000001,4.4679,68.7,1.3
2334,6294819,4.493,5966.0,0.961,15.892000000000001,1.8261,200.7,1.36
2340,11401755,4.042,5919.0,1.585,11.866,7.461,501.6,3.54
2343,8292840,4.238,6214.0,1.297,10.5,5.5177,125.5,1.51
2344,5272233,4.348,5885.0,1.111,13.642000000000001,3.011,214.6,1.62
2345,5272233,4.348,5885.0,1.111,13.642000000000001,3.398,159.0,1.43
2354,5688910,4.382,6036.0,1.093,15.323,5.085,694.4,2.88
2355,6345732,4.251,5937.0,1.291,13.700999999999999,4.664,185.3,2.12
2357,6345732,4.251,5937.0,1.291,13.700999999999999,4.554,79.7,1.33
2358,8611257,4.623,5010.0,0.715,14.699000000000002,7.208,538.0,2.17
2362,10880507,4.417,5496.0,0.983,14.421,3.27,142.0,1.26
2365,12206313,4.249,6115.0,1.291,13.312000000000001,8.378,178.5,1.84
2366,12206313,4.249,6115.0,1.291,13.312000000000001,10.465,263.4,2.1
2367,9837661,4.744,3640.0,0.503,16.835,2.6118,6057.0,4.04
2368,7769819,4.447,5417.0,0.901,15.392000000000001,1.8211,285.1,1.7
2370,12164564,4.4639999999999995,6198.0,1.005,15.526,1.9855,345.3,1.88
2373,10397751,4.555,5374.0,0.721,13.850999999999999,2.101,83.5,0.7
2374,10397751,4.555,5374.0,0.721,13.850999999999999,1.934,59.5,0.65
2378,9642292,4.532,5926.0,0.887,15.679,4.359,476.8,1.93
2381,4991208,4.486000000000001,5561.0,0.873,13.347999999999999,1.852,59.1,0.67
2383,9837661,4.744,3640.0,0.503,16.835,1.7073,1839.1,2.1
2385,9092504,4.575,5704.0,0.804,15.81,1.6802,303.5,1.52
2386,5383248,4.422,5683.0,0.993,10.297,3.9699,646.7,2.76
2387,10001368,4.374,6237.0,1.116,14.083,3.2363,251.8,1.78
2388,9466429,4.22,6763.0,1.424,13.790999999999999,7.831,239.7,2.31
2390,8885643,4.516,6177.0,0.906,14.497,1.9617,155.9,1.34
2391,5652893,4.551,5153.0,0.767,13.38,3.399,169.9,0.98
2394,8681833,4.501,5926.0,0.963,15.370999999999999,1.919,141.3,1.15
2395,4138951,4.419,6384.0,1.086,14.135,1.855,66.0,0.89
2396,3102384,4.4,5720.0,1.08,11.457,1.7259,298.9,2.07
2397,10471515,4.3260000000000005,6017.0,1.206,12.581,2.924,33.5,0.7
2399,8760040,4.283,5951.0,1.262,14.544,5.109,201.8,1.78
2401,10098844,4.353,6007.0,1.126,14.089,10.675,206.4,1.61
2402,9467404,4.169,6039.0,1.413,12.41,1.743,108.7,1.48
2404,5184911,4.508,4827.0,0.823,15.140999999999998,1.4858,425.8,1.93
2406,6587105,4.348,5533.0,1.072,15.16,6.194,700.1,3.52
2407,11662184,4.397,5912.0,1.09,14.718,5.256,296.3,1.94
2408,11127479,4.227,5952.0,1.377,11.126,3.146,25.9,0.7
2414,8884274,4.571000000000001,5602.0,0.817,15.97,2.684,740.7,2.2
2415,7767162,4.229,6333.0,1.438,13.749,4.462,98.8,1.43
2419,9838468,4.309,5746.0,1.133,13.852,9.314,193.0,1.56
2422,11401755,4.042,5919.0,1.585,11.866,7.2783,84.6,1.45
2423,7673192,4.285,6052.0,1.202,13.267999999999999,3.466,129.3,1.51
2424,7673192,4.285,6052.0,1.202,13.267999999999999,4.241,136.0,1.44
2425,7673192,4.285,6052.0,1.202,13.267999999999999,3.173,100.4,1.21
2426,7673192,4.285,6052.0,1.202,13.267999999999999,3.933,110.8,1.27
2427,11807274,4.136,6237.0,1.543,10.421,4.098,117.3,1.68
2429,6697756,4.638999999999999,4374.0,0.614,14.107000000000001,1.1555,98.5,0.6
2442,12314973,4.159,6206.0,1.573,11.684000000000001,8.1593,1418.6,6.08
2450,11135308,4.352,6324.0,1.115,13.295,2.39,47.5,0.78
2451,6521045,4.122,5788.0,1.474,11.197000000000001,5.966,99.7,1.55
2452,8077137,4.061,6063.0,1.613,11.39,4.3349,77.8,1.42
2453,7019524,4.4830000000000005,5914.0,0.955,14.699000000000002,3.018,127.5,1.08
2455,9825174,4.494,5618.0,0.874,15.918,1.0163,195.5,1.22
2460,12008872,4.343999999999999,6143.0,1.116,13.914000000000001,4.981,252.5,1.96
2461,8415200,4.2010000000000005,5576.0,1.289,13.835999999999999,3.4702,106.2,1.31
2463,9886361,4.192,6170.0,1.499,12.805,5.922,85.4,1.38
2464,9886361,4.192,6170.0,1.499,12.805,5.517,147.8,2.07
2466,6528464,4.091,5587.0,1.423,11.411,6.375,118.7,1.53
2472,5209845,4.611000000000001,4359.0,0.659,15.911,2.656,855.9,2.1
2475,6129524,4.593999999999999,5268.0,0.776,15.919,1.3117,249.9,1.24
2476,5794570,4.5169999999999995,5721.0,0.905,12.43,2.2213,529.4,2.17
2480,6779260,4.543,5397.0,0.831,11.799000000000001,1.51,461.4,2.25
2481,11807274,4.136,6237.0,1.543,10.421,2.1033,118.4,1.89
2485,10842192,4.619,4442.0,0.648,15.911,2.5449,885.4,2.39
2486,2442448,4.408,6173.0,1.03,14.357000000000001,10.22,498.7,2.61
2489,11283615,4.578,5467.0,0.808,15.470999999999998,1.3541,286.0,1.38
2490,7605093,4.606,5226.0,0.75,15.76,0.9207,316.9,1.35
2491,8077137,4.061,6063.0,1.613,11.39,4.768,62.9,1.29
2497,6878240,4.572,5307.0,0.757,15.995999999999999,6.769,5038.1,6.01
2498,6878240,4.572,5307.0,0.757,15.995999999999999,1.745,618.7,2.07
2502,4831728,4.26,5480.0,1.174,15.017000000000001,3.828,294.9,1.98
2505,6528464,4.091,5587.0,1.423,11.411,8.2267,170.9,1.86
2506,11963206,4.541,5713.0,0.893,15.273,2.228,191.4,1.22
2511,6937402,4.521,5708.0,0.893,15.619000000000002,5.617,204.0,1.27
2522,5881813,4.083,5332.0,1.453,15.162,6.568,899.7,4.85
2523,12456601,4.518,5896.0,0.916,15.241,3.959,572.1,2.18
2528,7428736,4.489,5305.0,0.818,14.572000000000001,2.411,207.2,1.21
2530,11129258,4.471,6137.0,0.994,15.535,3.576,594.0,2.44
2531,10586004,4.072,5758.0,1.704,11.696,7.2772,203.1,2.4
2534,6521045,4.122,5788.0,1.474,11.197000000000001,6.3856,220.5,2.26
2536,8892303,4.658,4137.0,0.591,16.406,1.139,7680.0,5.15
2540,6586746,4.511,5032.0,0.817,15.329,2.39,378.7,1.55
2541,9962455,3.951,5416.0,1.756,14.056,9.821,224.7,2.61
2542,9962455,3.951,5416.0,1.756,14.056,2.462,134.3,2.17
2544,6436029,4.499,4817.0,0.833,15.767999999999999,5.404,1262.1,2.92
2546,9451706,4.263999999999999,6075.0,1.352,11.485,7.0805,339.8,2.48
2547,9244508,3.74,6443.0,3.086,13.913,10.604,360.7,5.92
2551,3969687,4.084,6133.0,1.765,12.683,9.858,116.4,2.23
2555,5185897,4.6610000000000005,4498.0,0.635,13.255999999999998,2.3239,171.9,1.0
2556,5185897,4.6610000000000005,4498.0,0.635,13.255999999999998,3.3075,150.5,0.99
2557,5185897,4.6610000000000005,4498.0,0.635,13.255999999999998,2.2726,177.1,1.01
2559,9881077,4.606,4583.0,0.674,15.857999999999999,2.987,860.5,2.47
2562,6265792,4.252,5874.0,1.297,13.615,1.6172,64.8,1.05
2563,9995402,4.434,5213.0,0.917,13.93,2.364,92.8,0.89
2565,5609593,4.631,4648.0,0.675,15.839,5.568,1209.3,2.35
2567,11414465,4.544,4901.0,0.758,15.29,2.056,278.0,1.22
2571,10586004,4.072,5758.0,1.704,11.696,10.627,233.9,2.57
2572,4483138,4.484,5011.0,0.851,15.384,3.736,468.3,1.8
2573,9475552,4.481,4818.0,0.856,14.975,1.4474,343.3,1.7
2575,8292840,4.238,6214.0,1.297,10.5,4.7356,106.1,1.34
2579,10905911,4.44,5779.0,0.97,12.299000000000001,1.6462,58.2,0.74
2581,6964929,4.408,5884.0,1.07,14.758,1.7542,104.7,1.11
2584,11565924,3.925,6995.0,2.274,13.228,6.213,133.5,2.88
2585,6607357,4.328,5727.0,1.104,13.421,4.432,70.9,0.92
2586,6607357,4.328,5727.0,1.104,13.421,3.804,54.3,0.81
2587,9451706,4.263999999999999,6075.0,1.352,11.485,7.0445,327.0,2.5
2588,6186964,4.713,3941.0,0.554,15.877,1.2862,525.1,1.27
2591,9693006,4.247,5696.0,1.331,12.857999999999999,2.977,40.9,0.84
2594,5128673,4.305,5837.0,1.159,14.0,14.638,866.7,3.39
2595,6690836,4.593,5223.0,0.78,15.23,1.2177,378.4,1.49
2601,12024120,4.232,6007.0,1.334,11.994000000000002,3.2131,98.4,1.36
2602,8210018,4.636,4523.0,0.659,15.027999999999999,7.436,1275.4,2.51
2603,3642289,4.269,6204.0,1.36,12.73,4.1628,202.0,2.33
2604,3642289,4.269,6204.0,1.36,12.73,4.953,75.2,1.32
2605,3662838,3.864,6967.0,2.527,12.059000000000001,9.182,776.2,7.61
2606,5966322,4.359,5638.0,1.023,12.193,6.3336,755.6,2.78
2607,6029239,4.538,5767.0,0.881,12.549000000000001,2.1861,597.8,2.14
2610,12404954,4.498,5703.0,0.975,13.1,2.5146,209.7,1.41
2615,9070666,4.061,5888.0,1.645,12.003,4.398,45.4,1.12
2616,3642335,4.734,3808.0,0.522,15.757,4.397,714.3,1.39
2623,6196457,4.05,5862.0,1.67,11.565,6.0968,425.9,3.63
2626,6063220,4.602,4783.0,0.741,12.97,2.3499,440.4,1.51
2627,6071903,4.571000000000001,5313.0,0.82,12.63,2.6054,677.1,2.14
2628,6289257,4.423,6023.0,1.031,12.797,3.7535,204.9,1.78
2629,10905239,4.065,5576.0,1.593,13.77,3.83661,1298.8,5.64
2630,11623629,4.502,5559.0,0.873,11.195,6.6923,628.8,2.16
2634,7175184,4.157,6070.0,1.431,11.992,1.9531,112.7,1.59
2637,11403530,4.1610000000000005,5799.0,1.375,13.219000000000001,3.227,43.9,0.9
2638,5088536,4.303999999999999,5903.0,1.137,11.529000000000002,3.2893,77.4,1.02
2643,5096590,4.329,5812.0,1.122,13.619000000000002,7.433,120.1,1.74
2645,6289257,4.423,6023.0,1.031,12.797,3.3447,102.7,1.18
2649,7050989,4.284,6156.0,1.303,12.459000000000001,2.7207,243.4,2.06
2650,7175184,4.157,6070.0,1.431,11.992,2.369,114.6,1.59
2651,8494142,4.039,6143.0,1.763,11.931,9.7471,408.9,3.61
2652,11554435,4.518,5578.0,0.886,11.582,2.8112,3977.0,5.73
2653,8494142,4.039,6143.0,1.763,11.931,4.4814,129.8,2.17
2655,6471021,4.334,5819.0,1.111,12.390999999999998,9.108,7841.6,10.02
2661,7582689,4.4030000000000005,6006.0,1.082,11.972999999999999,5.009,43.2,0.87
2662,7582689,4.4030000000000005,6006.0,1.082,11.972999999999999,4.608,32.7,0.73
2663,7582689,4.4030000000000005,6006.0,1.082,11.972999999999999,4.807,32.0,0.72
2666,6196457,4.05,5862.0,1.67,11.565,8.501,195.0,2.31
2667,7050989,4.284,6156.0,1.303,12.459000000000001,3.4108,220.8,1.94
2668,7419318,4.547,5188.0,0.795,12.99,3.0356,567.2,2.1
2669,7419318,4.547,5188.0,0.795,12.99,3.2451,345.5,1.5
2670,7603200,4.738,3846.0,0.503,12.925,2.3188,756.0,1.42
2671,7603200,4.738,3846.0,0.503,12.925,1.7012,598.3,1.24
2672,10905239,4.065,5576.0,1.593,13.77,3.961,54.6,1.18
2674,8686097,4.302,5851.0,1.116,12.209000000000001,11.347,659.1,2.85
2678,3323887,4.4910000000000005,5779.0,0.956,13.802999999999999,4.1281,6660.5,7.74
2680,9716391,4.571000000000001,5382.0,0.827,16.239,3.594,518.0,1.84
2681,6929841,4.45,5094.0,0.901,14.897,1.381,237.4,1.35
2682,5088536,4.303999999999999,5903.0,1.137,11.529000000000002,2.55,136.5,1.85
2684,11508644,4.455,6140.0,1.027,15.192,4.796,206.1,1.73
2687,7603200,4.738,3846.0,0.503,12.925,2.0138,137.6,0.59
2689,8008067,4.333,5620.0,1.143,12.700999999999999,5.0574,547.1,2.62
2690,8008067,4.333,5620.0,1.143,12.700999999999999,8.1289,551.4,2.63
2704,11572193,4.2669999999999995,6460.0,1.434,13.687999999999999,4.594,151.0,1.79
2705,11285870,4.437,6217.0,1.051,14.879000000000001,2.752,134.9,1.23
2707,8121310,4.266,6336.0,1.403,12.885,7.3327,463.2,3.02
2708,8156120,4.04,6273.0,1.927,12.210999999999999,12.391,1388.2,8.56
2712,8753657,4.484,5678.0,0.97,12.52,2.6624,185.4,1.41
2717,3942670,4.178,6007.0,1.42,13.954,8.605,275.8,2.98
2718,3942670,4.178,6007.0,1.42,13.954,6.372,76.5,1.33
2720,10585738,4.538,5343.0,0.885,15.744000000000002,0.947,217.9,1.31
2725,7676423,4.626,4811.0,0.634,15.245,1.861,276.8,1.03
2727,11714231,4.427,6020.0,1.04,15.273,3.985,183.0,1.45
2728,11720424,4.418,6338.0,1.091,15.376,4.996,294.0,1.91
2730,8753657,4.484,5678.0,0.97,12.52,3.0189,62.0,0.77
2732,9139084,4.542,5423.0,0.828,12.465,2.062,553.3,1.92
2738,3353050,3.7689999999999997,6049.0,2.52,13.280999999999999,5.207,222.8,3.95
2739,3446746,4.477,5411.0,0.888,13.435,3.6399,300.8,1.59
2740,5695396,4.414,5680.0,1.016,11.525,2.8943,415.8,2.13
2743,8051946,4.117,5635.0,1.452,14.22,3.43,52.0,1.44
2744,5445681,4.41,5952.0,1.002,13.914000000000001,7.225,101.8,1.01
2748,11499192,4.345,5886.0,1.152,14.825999999999999,2.377,156.2,1.43
2749,12416661,3.9760000000000004,6231.0,2.062,12.085999999999999,5.382,38.3,1.28
2754,9881662,4.402,5945.0,1.089,12.995999999999999,2.9903,159.9,1.38
2755,9881662,4.402,5945.0,1.089,12.995999999999999,8.707,210.0,1.57
2757,3656121,4.319,5951.0,1.155,13.838,5.1803,959.0,3.56
2759,3656121,4.319,5951.0,1.155,13.838,6.243,685.7,3.08
2760,3733628,4.607,4538.0,0.663,13.577,3.5791,1121.7,2.46
2767,8751796,4.269,6256.0,1.269,12.937999999999999,3.654,46.6,0.9
2769,9907129,4.178,5808.0,1.385,14.93,7.702,140.8,2.07
2771,9527334,4.5089999999999995,5900.0,0.951,13.704,2.964,837.4,2.74
2773,11361646,4.386,5973.0,1.081,13.927999999999999,5.3503,293.1,1.85
2774,11361646,4.386,5973.0,1.081,13.927999999999999,3.486,59.0,0.83
2776,3964109,4.331,6156.0,1.18,13.542,7.081,314.5,2.09
2778,3544595,4.4719999999999995,5648.0,0.894,9.931000000000001,2.9267,273.1,1.56
2783,5695396,4.414,5680.0,1.016,11.525,4.735,66.8,0.83
2785,6263593,4.704,4563.0,0.567,15.037,3.437,481.4,1.21
2790,11455181,4.547,5792.0,0.864,15.591,5.893,196.9,1.21
2792,10290666,4.396,5914.0,1.135,13.046,4.0448,255.9,1.91
2793,10337258,3.9730000000000003,6534.0,1.9,13.39,6.283,377.6,4.03
2796,12314973,4.159,6206.0,1.573,11.684000000000001,6.6358,264.3,2.59
2803,2716801,4.519,5911.0,0.914,15.761,5.723,685.6,2.45
2805,7216284,4.586,5296.0,0.799,15.883,2.831,253.7,1.24
2810,5440317,4.256,5624.0,1.248,14.869000000000002,1.591,96.4,1.24
2811,10545066,4.335,5747.0,1.099,13.936,5.4898,373.2,2.1
2813,10552611,4.567,4908.0,0.782,13.448,3.0688,327.3,1.5
2814,10552611,4.567,4908.0,0.782,13.448,2.361,77.2,0.73
2815,10587105,4.29,6078.0,1.189,13.763,2.4743,271.9,2.1
2816,10587105,4.29,6078.0,1.189,13.763,3.846,281.0,2.55
2819,11090556,4.168,5758.0,1.385,13.71,3.397,55.8,1.02
2820,11090556,4.168,5758.0,1.385,13.71,3.449,63.8,1.13
2822,3234843,4.54,5815.0,0.877,15.855,3.45,1010.2,3.02
2823,6021275,4.322,5931.0,1.101,11.818,3.516,177.7,1.93
2824,3234843,4.54,5815.0,0.877,15.855,3.498,559.8,2.06
2828,5688790,4.869,3675.0,0.398,16.109,2.455,1056.0,1.59
2831,10908248,4.209,5675.0,1.292,14.130999999999998,7.987,155.5,1.62
2833,10878263,4.437,5497.0,0.941,13.338,2.9225,863.3,2.73
2834,10878263,4.437,5497.0,0.941,13.338,2.553,351.4,1.74
2835,10982872,4.263,5794.0,1.225,13.203,3.3061,497.1,2.75
2836,10982872,4.263,5794.0,1.225,13.203,2.5273,239.4,1.94
2839,9468551,4.4719999999999995,6119.0,0.981,15.49,1.952,166.9,1.29
2840,9076971,4.515,5142.0,0.789,15.737,3.381,367.2,1.9
2842,11019987,4.21,6296.0,1.444,12.788,4.73,39.1,0.91
2844,10924562,4.365,6572.0,1.238,15.665,6.829,242.5,1.94
2847,7534267,3.923,5430.0,1.902,14.267999999999999,7.029,172.4,2.51
2851,10386922,4.117,5866.0,1.417,12.747,16.425,2763.1,7.56
2852,10982872,4.263,5794.0,1.225,13.203,7.797,190.4,1.67
2854,11015108,4.5360000000000005,5607.0,0.863,13.4,5.77,1132.1,2.87
2855,11074541,4.5489999999999995,4883.0,0.749,13.34,4.5612,1275.7,2.81
2856,11100383,4.584,5103.0,0.768,13.524000000000001,2.6811,959.0,2.62
2865,6021275,4.322,5931.0,1.101,11.818,3.3629,121.0,1.4
2870,10933561,4.144,5611.0,1.4,12.847999999999999,7.634,357.6,2.72
2871,10933561,4.144,5611.0,1.4,12.847999999999999,2.1492,148.0,2.04
2873,11075737,4.421,5780.0,0.966,12.872,2.253,217.7,1.44
2875,11194032,4.627,4687.0,0.69,13.933,4.5941,1844.6,3.27
2879,11442793,4.317,5970.0,1.2,13.804,14.404,8322.1,10.89
2880,5520547,4.524,6038.0,0.898,14.982000000000001,4.562,219.9,1.7
2882,8866102,4.268,6407.0,1.337,9.363999999999999,4.5112,326.9,2.43
2883,4143755,4.093999999999999,5671.0,1.36,11.947000000000001,8.087,298.9,2.45
2885,11244137,3.9130000000000003,5282.0,1.899,14.620999999999999,3.097,73.6,1.6
2887,5865654,3.903,5011.0,1.781,14.552999999999999,3.204,228.7,2.84
2892,11259686,4.243,5929.0,1.363,12.674000000000001,5.82,424.5,2.78
2893,11547513,4.377,5923.0,1.054,12.324000000000002,2.9331,292.5,1.94
2894,11547513,4.377,5923.0,1.054,12.324000000000002,2.0138,116.8,1.28
2895,11802615,4.3260000000000005,5725.0,1.088,12.935,5.4033,449.2,2.53
2896,11442793,4.317,5970.0,1.2,13.804,11.9922,4159.3,7.7
2898,11442793,4.317,5970.0,1.2,13.804,8.0006,566.4,2.84
2900,11521793,4.204,5857.0,1.305,13.77,5.0119,423.2,3.25
2904,3848275,4.374,6415.0,1.224,15.597999999999999,3.167,272.9,2.03
2905,12021625,4.6160000000000005,5380.0,0.721,15.687999999999999,2.435,556.7,1.77
2907,4175630,4.553,5858.0,0.849,15.873,5.782,1113.4,2.82
2913,6021275,4.322,5931.0,1.101,11.818,3.2601,101.9,1.22
2916,11905011,4.218,6085.0,1.463,12.182,3.0933,134.1,2.03
2917,12785320,4.541,5250.0,0.79,12.713,2.6403,270.9,1.5
2922,11568987,4.501,5936.0,0.965,13.235,4.3149,523.2,2.27
2924,11621223,4.276,6045.0,1.298,13.174000000000001,2.8887,334.5,2.37
2925,11624249,3.864,5311.0,1.769,13.807,1.9640099999999998,1164.7,5.95
2929,3852655,4.3069999999999995,5721.0,1.131,13.255999999999998,2.97,88.0,1.31
2931,5088536,4.303999999999999,5903.0,1.137,11.529000000000002,5.9291,639.2,2.98
2932,6103377,4.128,5902.0,1.513,14.935,6.354,405.7,3.2
2938,8037145,4.501,4963.0,0.826,14.55,2.7678,738.9,2.27
2941,8806123,4.434,5768.0,1.015,15.0,5.278,3184.0,6.77
2942,8806123,4.434,5768.0,1.015,15.0,7.495,714.1,2.68
2944,8355239,4.501,4963.0,0.826,14.859000000000002,3.377,275.3,1.5
2946,8367113,4.442,6242.0,1.047,14.686,4.1344,643.3,2.8
2949,9115800,4.425,5359.0,0.915,14.995,2.3061,16042.0,11.76
2951,9478990,4.101,6266.0,1.522,14.327,5.9269099999999995,8894.7,14.43
2953,6850504,4.449,5465.0,0.925,12.498,2.9815,84.4,0.84
2955,10934674,4.518,5215.0,0.867,14.687000000000001,3.8516,726.0,2.31
2956,10990886,4.718,3744.0,0.537,14.273,1.4814,1795.5,2.46
2957,11015323,4.453,5515.0,0.925,14.106,5.3278,1063.2,2.97
2958,11134879,4.5089999999999995,5480.0,0.865,14.332,2.1055,739.4,2.42
2959,11192998,4.609,5409.0,0.746,14.700999999999999,2.752,981.4,2.3
2963,5866724,4.22,6181.0,1.424,11.017999999999999,4.0185,322.8,2.56
2964,9157634,4.498,5703.0,0.975,14.427,1.7547,905.5,2.89
2967,8565266,4.3660000000000005,6026.0,1.108,14.684000000000001,5.2677,1156.4,3.89
2968,8616637,4.562,5103.0,0.787,14.137,1.8073,332.8,1.46
2969,8616637,4.562,5103.0,0.787,14.137,1.6011,354.5,1.63
2970,8625925,4.529,5822.0,0.898,14.856,2.7975,760.4,2.54
2971,8822216,4.541,5713.0,0.893,14.807,2.7374,1317.4,3.21
2976,10189546,4.3839999999999995,5312.0,0.986,14.620999999999999,5.4154,959.1,2.98
2977,10189546,4.3839999999999995,5312.0,0.986,14.620999999999999,6.822,770.4,2.68
2979,11192998,4.609,5409.0,0.746,14.700999999999999,1.7664,465.8,1.59
2980,11192998,4.609,5409.0,0.746,14.700999999999999,4.7743,1072.5,2.41
2983,11497977,4.5569999999999995,5631.0,0.847,14.675,3.0384,817.4,2.51
2984,9941859,4.322,5386.0,1.076,14.597999999999999,3.3603,746.8,2.88
2985,9941859,4.322,5386.0,1.076,14.597999999999999,5.6957,951.3,3.29
2986,9941859,4.322,5386.0,1.076,14.597999999999999,2.2013,727.3,2.99
2988,10266615,4.547,5749.0,0.864,14.909,2.3494,538.6,2.08
2991,8822216,4.541,5713.0,0.893,14.807,8.577,747.0,2.41
2992,9020160,4.468999999999999,5105.0,0.868,14.808,2.7004,800.2,2.69
2994,9020160,4.468999999999999,5105.0,0.868,14.808,3.0049,605.5,2.47
2995,9020160,4.468999999999999,5105.0,0.868,14.808,3.432,300.1,1.93
2996,10418224,3.9419999999999997,6490.0,2.179,14.588,6.8569,3753.8,13.44
2997,10616679,4.501,5246.0,0.805,14.485999999999999,4.0077,2791.6,4.17
2998,10717241,4.664,4200.0,0.607,14.897,2.7075,1709.0,2.53
3001,10843590,4.452,5402.0,0.865,14.262,3.1404,1096.6,2.82
3002,6850504,4.449,5465.0,0.925,12.498,3.382,98.1,0.9
3003,12061222,4.643,5211.0,0.689,14.472000000000001,3.6688,1080.6,2.22
3005,12404305,4.361000000000001,5565.0,1.03,14.118,5.1364,748.1,2.78
3007,12834874,4.508,5657.0,0.855,14.527999999999999,3.0427,668.2,2.19
3008,2557816,4.493,5684.0,0.808,14.72,3.3427,563.5,2.03
3009,10454313,4.4719999999999995,6123.0,0.987,14.708,3.0619,658.0,2.87
3010,10513530,4.434,5372.0,0.916,14.68,4.3808,744.5,2.95
3011,5866724,4.22,6181.0,1.424,11.017999999999999,3.1341,99.7,1.42
3014,10554999,4.5969999999999995,5299.0,0.766,14.613,2.0004,743.2,2.52
3015,9076513,4.177,5573.0,1.329,14.573,3.2005,244.0,2.04
3016,9146018,4.43,5475.0,0.982,14.129000000000001,3.8428,725.5,2.76
3017,9146018,4.43,5475.0,0.982,14.129000000000001,4.9416,582.9,2.63
3019,9146018,4.43,5475.0,0.982,14.129000000000001,3.343,116.9,1.15
3020,9279669,4.574,5617.0,0.806,14.911,1.9941,757.4,2.33
3021,10843590,4.452,5402.0,0.865,14.262,3.9264,821.3,2.6
3022,10858832,4.456,6099.0,1.028,14.279000000000002,2.1446,1030.7,3.77
3023,10937029,4.542,5234.0,0.854,14.924000000000001,2.7734,2908.3,4.48
3025,10937029,4.542,5234.0,0.854,14.924000000000001,12.2726,13889.0,10.99
3029,3239945,4.631,4799.0,0.692,14.023,2.4455,447.2,1.41
3031,10187017,4.602,4900.0,0.741,11.492,3.7236,941.1,2.48
3032,3239945,4.631,4799.0,0.692,14.023,16.1784,19046.0,9.27
3033,10554999,4.5969999999999995,5299.0,0.766,14.613,1.9359,428.9,1.56
3034,10873260,4.45,6050.0,1.013,14.434000000000001,4.5973,1146.5,3.46
3035,10965008,4.263,5460.0,1.165,14.499,8.358,1183.2,4.71
3036,11073351,4.359,5831.0,1.121,14.665,2.554,467.5,2.53
3037,11090765,4.438,6191.0,1.007,14.56,5.89,636.0,2.97
3039,9570741,4.519,5941.0,0.911,14.607999999999999,4.0369,541.4,2.11
3040,9607164,4.513,5258.0,0.785,14.574000000000002,3.638,851.8,2.41
3041,9631762,4.539,4646.0,0.778,14.337,2.8431,660.9,1.92
3042,6462863,4.234,6181.0,1.331,12.205,6.66405,5612.8,9.99
3043,9782691,4.151,5876.0,1.456,14.615,3.6949,438.0,3.04
