,kepid,koi_slogg,koi_steff,koi_srad,koi_kepmag,koi_duration,koi_depth,koi_prad
1579,2987027,4.599,4941.0,0.738,14.017999999999999,3.9473800000000003,10458.0,7.31
1580,4644952,4.4910000000000005,5527.0,0.88,13.828,3.856,570.2,2.08
1581,4644952,4.4910000000000005,5527.0,0.88,13.828,2.2375,341.6,1.76
1582,8978528,4.712,4156.0,0.545,15.434000000000001,3.7965,1251.5,1.93
1583,8978528,4.712,4156.0,0.545,15.434000000000001,2.1362,505.5,1.24
1584,9967771,4.244,5539.0,1.207,14.498,3.2241,457.9,2.85
1585,11622600,4.678,4316.0,0.58,15.187000000000001,4.8556,1895.4,2.45
1587,10005788,4.6610000000000005,4302.0,0.586,15.389000000000001,1.5929,884.7,1.71
1593,6356207,4.617,5063.0,0.728,15.484000000000002,2.0111,558.4,1.7
1594,8564674,4.492,5741.0,0.956,14.745999999999999,2.518,412.1,1.92
1595,8564674,4.492,5741.0,0.956,14.745999999999999,3.209,402.7,1.9
1597,4544907,4.418,5504.0,0.993,14.632,10.041,539.8,2.62
1599,8240797,4.487,5772.0,0.956,12.706,2.2805,398.7,2.2
1600,8240797,4.487,5772.0,0.956,12.706,2.7757,225.5,1.46
1603,9455325,4.513,5371.0,0.852,13.765999999999998,2.1649,585.4,2.54
1605,8367644,4.712,3828.0,0.565,15.967,2.1727,3157.4,3.34
1606,10332883,4.73,3951.0,0.535,14.44,1.0907,578.4,1.28
1608,9305831,4.15,5763.0,1.457,14.677999999999999,3.0535,6998.2,12.4
1610,11656918,3.992,5123.0,1.621,14.52,4.2938,886.3,5.14
1614,4636578,4.152,6188.0,1.465,13.780999999999999,5.8919,391.2,3.29
1615,4636578,4.152,6188.0,1.465,13.780999999999999,6.613,362.2,2.8
1616,4636578,4.152,6188.0,1.465,13.780999999999999,5.3,143.3,1.81
1617,11923284,4.435,5919.0,1.0,13.263,2.1489,211.0,1.69
1619,5621125,3.092,6327.0,7.663,12.538,5.762,501.4,17.38
1620,9872283,3.9389999999999996,4854.0,1.749,13.884,1.1926,794.6,5.12
1623,7870032,4.512,5497.0,0.872,14.100999999999999,3.7917,818.4,2.54
1624,9597058,4.537,5365.0,0.834,13.575999999999999,2.3462,523.9,1.96
1625,4035640,4.457,5132.0,0.886,14.907,4.5839,1160.2,2.93
1626,6205228,4.274,5714.0,1.208,14.668,2.029,314.4,2.13
1627,11758544,4.069,6045.0,1.629,11.894,3.4378,69.5,1.36
1630,3118797,4.603,5383.0,0.759,15.982999999999999,7.061,2053.2,3.44
1631,7747425,4.327,5616.0,1.111,14.600999999999999,4.2713,294.1,1.88
1633,7747425,4.327,5616.0,1.111,14.600999999999999,6.315,324.0,2.04
1634,7747425,4.327,5616.0,1.111,14.600999999999999,3.748,116.0,1.18
1635,7102316,4.542,5642.0,0.846,15.99,6.083,1455.6,3.19
1636,7102316,4.542,5642.0,0.846,15.99,5.439,1028.8,3.19
1637,9489524,4.563,5208.0,0.772,12.957,2.174,300.4,1.61
1638,9489524,4.563,5208.0,0.772,12.957,2.951,147.7,0.92
1639,5940165,4.611000000000001,4458.0,0.658,14.796,1.9254,637.3,1.67
1640,8277797,4.499,5390.0,0.876,13.53,2.4973,358.5,1.63
1641,8277797,4.499,5390.0,0.876,13.53,1.7242,124.4,0.97
1643,2989404,4.37,6015.0,1.081,12.722000000000001,3.1029,191.8,1.62
1644,2989404,4.37,6015.0,1.081,12.722000000000001,2.5123,146.3,1.57
1645,11413812,4.507,5988.0,0.934,14.377,1.9483,366.8,1.82
1646,9549648,4.0489999999999995,6157.0,1.695,12.239,1.7215,186.3,2.75
1647,10063802,4.253,6469.0,1.467,13.255999999999998,11.637,886.0,4.54
1648,11074178,4.555,5741.0,0.846,15.338,4.535,863.4,3.05
1652,6206214,3.985,6109.0,1.997,13.628,4.389,134.2,2.32
1653,8959839,4.4719999999999995,6170.0,0.992,14.574000000000002,3.503,298.8,1.72
1654,7672097,4.567,5774.0,0.818,15.833,2.6675,490.8,1.81
1656,5599774,4.586,5093.0,0.709,15.888,2.2128,834.0,2.14
1657,8099138,4.447,5640.0,0.978,14.862,5.155,560.5,2.72
1658,7033233,4.635,4670.0,0.682,15.13,1.1596,287.5,1.12
1661,9411412,4.655,4229.0,0.615,15.068,1.3596,360.5,1.31
1662,7008211,4.55,5303.0,0.753,15.206,5.885,1583.0,2.95
1663,7620413,4.388999999999999,5579.0,1.029,14.735999999999999,2.8473,152.0,1.26
1664,4545187,4.63,5303.0,0.708,14.708,1.5262,1134.3,2.65
1665,10854546,4.382,6153.0,1.109,15.140999999999998,1.458,466.9,2.41
1666,11774991,4.624,4856.0,0.705,12.879000000000001,4.662,286.4,1.21
1667,11774991,4.624,4856.0,0.705,12.879000000000001,5.194,224.9,1.16
1671,9112931,4.715,4175.0,0.544,15.812999999999999,2.7186,1198.6,2.02
1672,9071593,4.505,5225.0,0.859,15.48,5.418,578.3,2.05
1674,11811193,4.247,6226.0,1.333,12.168,3.458,60.5,1.05
1675,3734418,4.561,5143.0,0.778,14.11,2.2029,206.0,1.11
1676,8681734,4.468999999999999,5344.0,0.907,14.776,2.447,274.1,1.47
1678,10212441,4.025,5798.0,1.525,13.037,5.823,97.9,1.51
1680,8247771,4.65,4496.0,0.658,15.793,1.5534,234.8,0.98
1681,8165946,4.468,5985.0,0.981,13.862,2.6192,161.6,1.25
1683,9225395,4.39,5325.0,0.975,15.110999999999999,5.807,715.5,2.55
1684,10709622,4.353,6119.0,1.119,14.955,9.357,692.3,3.06
1685,11499228,4.441,6285.0,1.039,14.09,3.787,383.7,2.58
1687,10965588,4.48,5052.0,0.855,15.481,6.831,791.0,2.5
1688,10670119,4.749,3825.0,0.524,15.673,2.4076,944.9,1.59
1689,10670119,4.749,3825.0,0.524,15.673,1.1102,613.1,1.42
1691,8491277,4.364,5997.0,1.11,14.283,4.654,797.9,3.27
1694,12256520,4.571000000000001,5382.0,0.827,14.477,4.675,341.9,1.51
1696,5629538,4.414,6136.0,1.005,14.724,4.509,292.5,1.94
1697,8561231,4.559,5726.0,0.838,15.658,6.307,689.1,2.69
1698,8235924,4.687,3814.0,0.57,14.934000000000001,1.1451,297.4,0.99
1699,6941084,4.397,6096.0,1.077,15.300999999999998,7.625,747.7,2.94
1700,6200235,4.3839999999999995,5325.0,0.985,15.142999999999999,1.3394,300.5,1.98
1701,11460462,4.271,6387.0,1.381,12.189,2.0619,76.3,1.55
1702,8612275,4.492,5463.0,0.91,14.866,2.3274,234.9,1.37
1703,8612275,4.492,5463.0,0.91,14.866,1.4972,402.0,2.19
1704,7207061,4.5760000000000005,5376.0,0.806,15.886,3.4894,1093.7,2.62
1705,4545187,4.63,5303.0,0.708,14.708,4.376,1004.5,2.64
1706,7286911,4.555,5420.0,0.85,14.815999999999999,1.6758,441.5,2.11
1708,6962109,4.578,5477.0,0.794,15.842,3.0555,850.2,2.31
1709,5706595,4.459,5569.0,0.954,15.198,3.431,401.6,2.04
1710,5706595,4.459,5569.0,0.954,15.198,3.106,207.1,1.35
1711,10489345,4.552,4949.0,0.741,15.942,1.4361,491.1,1.6
1713,10329469,4.611000000000001,5162.0,0.736,15.624,5.457,879.6,2.13
1715,9717943,4.387,6213.0,1.195,12.716,2.314,59.7,0.93
1716,8026752,4.441,6228.0,1.049,14.982000000000001,4.4726,1321.9,4.14
1718,8013439,3.8369999999999997,6197.0,2.188,10.421,3.391,48.9,1.58
1719,8013439,3.8369999999999997,6197.0,2.188,10.421,3.7295,39.5,1.39
1721,7207061,4.5760000000000005,5376.0,0.806,15.886,3.0664,872.2,2.34
1722,6921944,4.604,4299.0,0.697,15.18,2.1229,684.0,2.19
1723,9532052,4.5969999999999995,5332.0,0.755,16.144000000000002,3.8284,1313.1,2.69
1724,8164012,4.041,5907.0,1.705,14.69,2.1472,200.0,2.44
1726,8611781,4.363,5878.0,1.041,14.353,9.551,367.1,2.09
1731,7960980,4.58,5265.0,0.81,15.909,3.7,988.4,2.48
1732,8107225,4.58,5216.0,0.804,14.353,2.1448,634.4,2.04
1733,3458028,3.983,7216.0,2.043,11.558,2.9698,166.0,2.67
1734,3342794,4.2,5845.0,1.314,13.776,2.6297,246.8,2.39
1735,3342794,4.2,5845.0,1.314,13.776,4.046,81.0,1.18
1737,11288051,4.66,4983.0,0.651,14.139000000000001,3.985,765.2,2.2
1740,8495415,4.538,5080.0,0.793,15.937999999999999,1.751,771.8,2.5
1741,4055304,4.457,5132.0,0.886,14.097999999999999,1.1267,242.1,1.65
1743,9415108,4.352,5362.0,1.032,14.979000000000001,2.1533,294.8,1.74
1744,4262581,3.74,5443.0,2.652,14.288,6.344,427.4,5.37
1746,4833421,4.284,6038.0,1.191,14.247,5.0066,2232.1,5.65
1747,8282651,4.615,4478.0,0.651,15.658,1.2167,587.0,1.53
1748,3548044,4.387,5670.0,0.95,13.865,4.309,293.7,1.75
1749,11401767,4.332,6056.0,1.209,14.880999999999998,7.173,305.4,2.63
1750,10909127,4.563,5431.0,0.843,15.353,1.6686,325.4,1.69
1751,3661886,4.303,5949.0,1.184,13.86,5.385,287.6,2.0
1752,3661886,4.303,5949.0,1.184,13.86,3.479,155.3,1.54
1753,2439243,4.218,5624.0,1.244,15.889000000000001,4.965,1164.4,4.53
1754,9221517,4.55,5173.0,0.822,13.829,1.0243,109.6,0.93
1755,6751874,4.148,5862.0,1.463,14.207,2.4921,214.4,2.13
1756,10863608,4.5169999999999995,5766.0,0.853,15.552999999999999,2.393,318.2,1.53
1757,5602588,4.486000000000001,6075.0,0.969,15.832,4.635,545.7,2.64
1758,11288051,4.66,4983.0,0.651,14.139000000000001,5.394,301.4,1.51
1764,3546060,4.638999999999999,4818.0,0.618,15.914000000000001,2.734,1130.7,2.12
1767,4144576,4.5,5237.0,0.887,14.113,1.4122,173.5,1.14
1769,9992325,4.537,4973.0,0.768,15.464,2.236,1041.7,2.78
1772,9945370,4.546,5861.0,0.865,15.939,4.093,1032.9,2.79
1775,8973129,4.427,5468.0,0.968,15.056,3.056,532.6,2.21
1778,11670125,4.545,4859.0,0.757,15.975,1.3285,459.8,1.58
1779,11461844,4.457,6102.0,1.026,14.5,4.153,179.6,1.43
1781,9351920,4.456,6142.0,1.046,15.159,3.3781,286.3,1.77
1783,10549023,4.357,6643.0,1.216,14.612,4.564,349.4,2.31
1785,8219268,2.9360000000000004,4604.0,6.221,12.495,11.261,396.8,14.93
1786,10531955,4.328,5821.0,1.132,12.589,1.4116,58.9,0.97
1787,4833421,4.284,6038.0,1.191,14.247,3.8314,364.8,2.27
1788,8168187,3.892,5528.0,1.839,14.31,8.262,186.7,2.72
1789,4142847,4.5889999999999995,4895.0,0.759,15.195,1.6043,402.2,1.68
1790,10203349,4.127,5559.0,1.412,14.940999999999999,4.2354,440.3,3.64
1791,9718066,4.641,4657.0,0.67,12.485,2.1072,128.5,0.98
1793,3867615,4.279,6053.0,1.26,13.357999999999999,4.81,325.0,2.28
1798,11560897,4.149,5883.0,1.529,13.847999999999999,2.839,269.7,2.95
1799,11342416,4.224,6126.0,1.406,12.475999999999999,4.746,110.1,1.67
1801,4254466,4.353,5852.0,1.129,14.765999999999998,4.372,507.9,2.54
1803,9904006,4.269,6178.0,1.267,13.573,9.133,375.5,2.47
1805,9364609,4.532,5311.0,0.8,13.747,2.4461,265.4,1.28
1806,7457296,4.521,5178.0,0.778,15.443,1.814,349.2,1.6
1807,10328458,4.6080000000000005,4816.0,0.748,15.847999999999999,1.7389,318.6,1.29
1814,11498128,4.435,5679.0,0.972,14.552,13.78,397.4,2.01
1815,8041216,4.396,5767.0,1.03,14.175999999999998,3.4559,646.5,2.6
1816,11824786,4.497,6119.0,0.938,15.012,4.636,328.8,1.7
1817,12254909,4.368,6074.0,1.183,13.386,4.279,88.8,1.29
1819,9364290,4.188,5587.0,1.309,14.623,3.244,194.5,1.95
1820,9364290,4.188,5587.0,1.309,14.623,2.3161,306.3,3.14
1821,5022828,4.088,9565.0,2.286,11.98,7.3,95.2,2.33
1822,8233702,4.545,5730.0,0.87,15.265,5.513,684.8,2.26
1823,11403339,4.562,5412.0,0.843,14.102,2.7219,142.0,1.01
1824,8260902,4.42,5432.0,0.913,14.94,5.532,599.3,2.45
1825,8381204,4.45,6057.0,1.0,15.06,5.483,267.9,1.8
1826,12058204,4.331,5588.0,1.1,14.514000000000001,2.793,260.6,1.75
1827,12058204,4.331,5588.0,1.1,14.514000000000001,2.708,194.9,1.56
1828,4833421,4.284,6038.0,1.191,14.247,4.4968,336.8,2.18
1830,6871071,4.087,5640.0,1.515,14.686,3.2532,142.5,1.79
1834,10583761,4.484,5266.0,0.829,14.077,1.0473,252.7,1.46
1835,7542813,4.419,6205.0,0.973,14.989,5.557,273.4,1.71
1836,12058147,4.2,5866.0,1.282,13.38,2.5779,91.2,1.23
1837,8164257,4.5,4954.0,0.828,15.565,5.772,965.2,2.49
1838,8164257,4.5,4954.0,0.828,15.565,2.7048,530.6,1.92
1839,8164257,4.5,4954.0,0.828,15.565,2.0728,759.6,2.51
1841,6774537,4.512,4983.0,0.807,15.333,2.0311,358.3,1.48
1842,10404582,4.431,5757.0,1.017,14.5,4.782,395.2,2.01
1843,5959753,4.485,5022.0,0.849,14.817,3.2747,836.1,2.42
1844,6021193,4.221,5711.0,1.391,13.353,6.205,178.5,1.83
1845,6021193,4.221,5711.0,1.391,13.353,4.73,132.5,1.59
1846,6871071,4.087,5640.0,1.515,14.686,3.526,181.3,2.03
1847,6871071,4.087,5640.0,1.515,14.686,2.7114,132.4,1.73
1848,6287313,4.445,6082.0,1.014,15.401,4.576,326.7,1.87
1850,9278725,4.543,5002.0,0.753,15.277000000000001,1.0458,469.1,1.6
1851,4458082,4.303999999999999,6688.0,1.347,13.827,3.485,138.3,1.6
1852,8042453,4.519,5911.0,0.914,15.356,3.307,324.8,1.64
1857,8866137,4.607,5136.0,0.744,15.824000000000002,4.645,1166.8,3.13
1858,10857519,4.204,6084.0,1.358,12.217,2.596,65.5,1.44
1860,9351316,4.637,4243.0,0.641,15.561,3.1136,1009.5,2.14
1861,6021193,4.221,5711.0,1.391,13.353,3.227,64.8,1.14
1862,10617017,4.12,6154.0,1.636,12.071,5.439,97.8,1.87
1865,9641481,4.3389999999999995,5520.0,1.08,15.06,7.083,488.7,2.35
1866,8892157,4.489,5709.0,0.95,14.966,2.9095,191.2,1.48
1868,11569782,3.9419999999999997,4827.0,1.727,14.435,2.0348,197.4,2.33
1869,4833421,4.284,6038.0,1.191,14.247,6.7751,403.7,2.39
1871,7219825,4.274,6086.0,1.216,14.061,4.5568,509.8,2.79
1872,3749978,4.534,5712.0,0.87,15.777999999999999,6.324,755.8,2.55
1873,10010440,4.447,6319.0,1.032,14.953,6.811,523.1,2.49
1878,9473078,4.239,5457.0,1.196,12.953,1.6197,49.3,0.83
1879,10864531,4.505,5910.0,0.94,15.375,6.21,955.4,2.95
1880,10864531,4.505,5910.0,0.94,15.375,2.471,818.9,2.96
1883,10253547,4.202,6103.0,1.383,13.66,7.588,282.4,2.81
1884,10253547,4.202,6103.0,1.383,13.66,7.073,140.3,1.73
1887,12116380,4.3660000000000005,5330.0,1.013,14.822000000000001,2.3652,337.4,2.11
1888,2556650,4.83,3731.0,0.433,15.959000000000001,0.7051,1402.9,1.66
1889,10600955,4.251,5565.0,1.246,14.872,5.746,588.7,3.93
1895,10132832,4.498,5957.0,0.971,15.306,2.205,488.0,2.14
1896,3219995,4.496,6103.0,0.949,14.562000000000001,3.4701,588.0,2.67
1898,7504778,4.421,6218.0,1.077,15.004000000000001,6.416,362.1,2.05
1899,7219825,4.274,6086.0,1.216,14.061,4.576,132.6,1.4
1901,4249725,4.696000000000001,4090.0,0.571,14.735,2.7455,1286.0,2.0
1903,6768394,4.194,5862.0,1.307,13.959000000000001,4.368,145.0,1.64
1904,6768394,4.194,5862.0,1.307,13.959000000000001,4.141,180.6,1.84
1908,5546761,4.265,5795.0,1.247,14.874,6.693,348.4,2.89
1910,9205938,4.409,5678.0,0.921,14.033,7.989,338.2,1.68
1911,10723367,4.218,5500.0,1.238,15.699000000000002,4.391,648.0,4.22
1912,10723367,4.218,5500.0,1.238,15.699000000000002,3.289,327.5,2.5
1914,4833421,4.284,6038.0,1.191,14.247,8.114,348.8,2.22
1915,8229458,4.753,3810.0,0.513,14.634,1.1966,284.2,0.86
1916,10684670,4.379,5560.0,1.04,14.285,2.808,143.4,1.23
1917,11495458,4.5569999999999995,4641.0,0.747,14.470999999999998,3.154,306.8,1.25
1922,6768394,4.194,5862.0,1.307,13.959000000000001,3.015,130.9,1.69
1923,6922710,4.393,5865.0,1.066,11.863,4.901,157.3,1.44
1924,11348997,4.707,3879.0,0.578,15.535,1.4575,908.4,1.69
1926,11358389,4.436,6014.0,1.021,14.651,3.159,292.6,1.76
1927,7204981,4.394,5364.0,0.982,15.162,2.7466,286.2,1.65
1928,3847907,4.37,5646.0,1.08,14.72,2.88,2975.0,5.81
1929,4370527,4.485,5480.0,0.931,15.722000000000001,3.816,1350.7,3.36
1930,6041734,4.105,5596.0,1.466,15.28,3.891,777.3,5.09
1931,9336200,4.566,5569.0,0.829,15.758,1.9425,386.0,1.94
1932,4770617,4.198,6172.0,1.471,14.806,4.054,252.6,2.34
1933,4454934,4.342,5912.0,1.094,14.74,4.749,370.7,2.45
1934,9458343,4.4110000000000005,5649.0,0.992,14.152000000000001,3.433,184.3,1.33
1936,10730703,4.391,5288.0,0.978,15.378,2.6508,329.2,1.73
1937,8007644,4.5169999999999995,5831.0,0.921,15.684000000000001,4.515,697.1,2.42
1939,6383785,4.282,5794.0,1.216,14.762,2.8354,1453.3,4.59
1940,6696580,4.441,6228.0,1.049,15.886,4.685,1124.9,4.0
1942,4249725,4.696000000000001,4090.0,0.571,14.735,3.4197,816.7,1.6
1944,7918992,4.4,5806.0,1.064,14.690999999999999,1.862,200.7,1.5
1946,11308499,4.335,5859.0,1.162,14.842,2.917,191.0,1.6
1947,11308499,4.335,5859.0,1.162,14.842,4.853,263.0,1.87
1948,9006186,4.563,5450.0,0.842,12.404000000000002,2.1328,86.0,0.92
1950,7802719,4.644,4487.0,0.612,14.374,2.3226,175.7,0.79
1955,12401863,4.266,5865.0,1.272,13.467,2.306,114.7,1.37
1957,11121752,4.284,6038.0,1.191,13.652000000000001,2.932,101.4,1.2
1958,11121752,4.284,6038.0,1.191,13.652000000000001,2.78,124.0,1.39
1961,10158729,4.44,6250.0,1.019,14.649000000000001,5.522,396.4,2.06
1962,6105462,4.2410000000000005,6429.0,1.262,13.838,6.423,244.6,2.26
1963,3120355,4.238,5779.0,1.284,14.999,8.422,656.9,3.37
1964,6047072,4.521,5984.0,0.906,14.552999999999999,2.2759,180.4,1.22
1967,11410904,4.492,5761.0,0.956,14.972000000000001,2.765,224.2,1.43
1972,5350244,4.319,6084.0,1.169,12.885,4.765,86.5,1.09
1973,5374403,4.457,5529.0,0.925,14.05,4.956,264.8,1.5
1977,1995519,4.596,5623.0,0.763,15.922,4.283,758.9,2.42
1978,4914566,3.8539999999999996,5979.0,2.164,12.815999999999999,7.532,63.5,2.04
1980,10024051,4.617,5255.0,0.716,14.859000000000002,1.0852,400.4,1.42
1982,4349452,4.28,6267.0,1.258,10.734000000000002,2.7306,1180.1,4.75
1986,10453588,4.2,5753.0,1.222,12.464,5.925,143.9,1.47
1987,11125613,4.524,4838.0,0.796,15.311,2.657,391.7,1.68
1989,7212184,4.069,5843.0,1.615,15.251,8.198,374.7,3.1
1991,9757613,4.708,3879.0,0.537,15.472999999999999,2.0371,2054.8,2.64
1995,7259298,4.541,6075.0,0.858,13.658,2.569,77.4,0.77
2002,3234598,4.574,4513.0,0.722,15.07,4.077,360.1,1.47
2003,8611832,4.301,5610.0,1.104,13.584000000000001,6.179,142.9,1.3
2004,8611832,4.301,5610.0,1.104,13.584000000000001,4.858,162.9,1.61
2008,8559152,4.196000000000001,5945.0,1.346,13.539000000000001,4.298,108.1,1.5
2011,9229657,4.5280000000000005,5806.0,0.899,15.552999999999999,2.4141,266.2,1.48
2012,5175024,4.361000000000001,6384.0,1.121,13.972999999999999,6.735,141.4,1.34
2013,9026749,3.591,5734.0,3.405,14.074000000000002,10.532,214.2,4.96
2017,5794240,4.697,3793.0,0.568,15.979000000000001,1.72722,36912.0,10.6
2018,6933567,4.587,5354.0,0.788,15.4,2.008,296.9,1.35
2022,4349452,4.28,6267.0,1.258,10.734000000000002,3.5255,401.6,2.53
2023,10027247,4.791,3576.0,0.463,15.474,7.464,751.0,1.68
2024,6343170,4.365,6165.0,1.115,15.309000000000001,3.534,586.8,3.41
2025,7107802,4.288,5557.0,1.151,14.745999999999999,4.125,210.4,1.64
2026,10028535,4.6,5172.0,0.767,15.304,1.1522,322.7,1.6
2027,7047207,4.148,5862.0,1.463,14.838,6.805,217.5,2.33
2030,9757613,4.708,3879.0,0.537,15.472999999999999,1.8717,507.0,1.21
2034,11962284,4.4910000000000005,5330.0,0.87,15.102,1.719,316.2,1.94
2036,6842682,4.529,5853.0,0.895,14.64,2.851,180.6,1.2
2037,8890150,4.725,3765.0,0.521,15.987,4.208,498.5,1.14
2038,8890150,4.725,3765.0,0.521,15.987,1.716,359.3,1.0
2040,11360805,4.512,5242.0,0.856,14.802999999999999,4.584,365.3,1.59
2041,9845898,4.378,6499.0,1.169,14.689,6.656,373.1,2.32
2042,12453581,4.607,5073.0,0.748,15.912,2.866,631.7,1.86
2044,5959719,4.566,5168.0,0.769,13.942,2.591,92.9,0.73
2053,7021681,4.746,3780.0,0.511,15.107999999999999,4.047,2312.8,2.47
2054,4346178,4.314,5392.0,1.087,15.022,6.271,389.0,2.94
2055,9664142,4.529,5853.0,0.895,15.785,5.438,336.4,1.75
2056,10018233,4.442,5495.0,0.961,15.243,2.116,369.6,1.83
2057,8081899,4.574,5481.0,0.815,13.889000000000001,2.61,75.8,0.7
2059,8478994,4.571000000000001,5437.0,0.781,9.705,4.466,610.4,1.9
2065,6767840,4.42,6117.0,1.027,15.18,2.864,301.6,1.79
2068,11037511,4.559,5591.0,0.86,15.79,1.7763,345.2,1.59
2071,5513012,4.4910000000000005,5440.0,0.913,14.159,1.2188,240.7,1.4
2076,11253827,4.45,5593.0,0.945,11.921,6.8214,2518.7,4.7
2079,7047363,4.615,5395.0,0.734,15.956,3.401,636.6,1.85
2080,11968463,4.409,6325.0,1.112,15.212,7.332,479.8,3.12
2081,11968463,4.409,6325.0,1.112,15.212,5.548,437.9,2.94
2083,9880190,4.4910000000000005,5009.0,0.84,15.035,2.457,188.7,1.13
2084,5364071,4.708,3834.0,0.539,15.264000000000001,2.1801,1387.2,2.13
2088,7673841,4.287,5767.0,1.135,13.455,3.577,70.5,0.95
2089,9827149,4.468999999999999,5845.0,1.013,15.545,1.8061,269.4,1.66
2090,5546691,4.54,6058.0,0.867,15.079,9.568,168.7,1.13
2096,9893318,4.406000000000001,6245.0,1.065,15.394,4.016,499.5,2.39
2099,8570333,4.543,5418.0,0.888,15.758,5.762,891.6,2.59
2100,8478994,4.571000000000001,5437.0,0.781,9.705,3.8763,87.3,0.72
2101,5036705,4.223,6150.0,1.417,14.725,3.829,137.6,1.93
2106,8947520,4.538,5580.0,0.886,14.511,1.3672,114.6,1.21
2111,10489206,4.754,3808.0,0.508,14.752,1.8464,2338.0,2.54
2112,3426367,4.837,3605.0,0.433,14.488,1.1168,242.1,0.79
2113,5562090,4.5280000000000005,5151.0,0.785,15.652000000000001,3.171,756.7,2.66
2119,6867555,4.417,6321.0,1.125,15.437999999999999,4.222,290.1,1.92
2120,5339567,4.333,5688.0,1.111,13.987,2.296,143.8,1.32
2122,11080405,4.4910000000000005,5009.0,0.84,15.629000000000001,4.62,481.2,1.95
2125,10059645,4.5569999999999995,4769.0,0.742,15.602,2.344,357.3,1.75
2126,5364071,4.708,3834.0,0.539,15.264000000000001,1.5997,852.8,1.57
2127,7183745,4.497,4996.0,0.831,15.86,4.718,763.8,2.64
2128,8212002,4.2989999999999995,6175.0,1.307,11.714,5.613,56.1,0.98
2129,8004903,4.351,5995.0,1.118,15.165999999999999,4.759,433.4,2.42
2130,8883329,4.242,6194.0,1.314,13.222999999999999,4.318,87.6,1.24
2131,8883329,4.242,6194.0,1.314,13.222999999999999,5.266,72.8,1.12
2133,11253827,4.45,5593.0,0.945,11.921,4.726,1120.1,3.32
2134,5514383,4.359,6139.0,1.193,10.868,2.0674,487.4,2.63
2137,8022489,4.004,5616.0,1.674,13.349,6.106,76.8,1.5
2138,8022489,4.004,5616.0,1.674,13.349,3.989,68.0,1.36
2139,9209624,4.351,5772.0,1.003,13.987,3.343,102.6,1.01
2140,9209624,4.351,5772.0,1.003,13.987,3.381,92.9,1.0
2141,3354846,4.566,5569.0,0.829,15.714,4.385,771.5,2.53
2147,7778767,4.345,5514.0,1.071,15.829,4.521,573.3,2.88
2148,7515762,4.17,5842.0,1.41,15.272,7.336,297.3,2.41
2150,12120307,4.4110000000000005,6398.0,1.101,14.79,3.32,187.5,1.52
2151,12120307,4.4110000000000005,6398.0,1.101,14.79,3.843,211.2,1.61
2155,11701407,4.481,5215.0,0.845,15.279000000000002,2.344,795.8,2.34
2157,11288051,4.66,4983.0,0.651,14.139000000000001,2.866,136.2,1.06
2158,10813132,4.43,5629.0,0.937,14.431,2.013,163.4,1.19
2159,5857540,4.48,5052.0,0.855,15.462,3.5374,912.8,3.28
2161,7289317,4.4,5518.0,1.008,14.834000000000001,4.031,326.0,1.86
2167,8463346,4.617,4652.0,0.697,15.856,3.83,1023.8,2.75
2168,5364071,4.708,3834.0,0.539,15.264000000000001,2.3052,813.8,1.53
2169,10489206,4.754,3808.0,0.508,14.752,1.768,245.3,0.8
2171,10068659,4.3839999999999995,5550.0,1.032,15.050999999999998,2.756,240.6,1.58
2178,9395024,4.282,5657.0,1.182,15.133,2.845,177.8,1.56
2184,9753154,3.958,6732.0,1.927,12.402000000000001,3.37,55.7,1.45
2185,9011825,4.079,5623.0,1.588,13.610999999999999,7.643,187.8,2.5
2188,11074835,3.3560000000000003,4924.0,3.588,13.274000000000001,10.049,89.5,3.34
2189,1996180,4.263,6123.0,1.263,13.925,3.0008,128.3,1.62
2193,6269070,3.897,6381.0,2.232,13.321,3.681,66.8,1.84
2198,12254378,4.4430000000000005,6156.0,1.05,15.298,1.6762,315.5,1.87
2200,7604328,4.421,5455.0,0.909,15.404000000000002,2.427,277.1,1.63
2201,11236244,4.624,4563.0,0.642,15.005999999999998,3.517,311.0,1.51
2202,9837685,4.562,5550.0,0.831,15.935,2.437,786.7,2.47
2204,12454461,4.399,6161.0,1.169,12.77,3.633,75.7,1.04
2207,3728701,4.353,6071.0,1.107,14.423,6.019,382.3,2.43
2210,9390653,4.899,3547.0,0.369,14.485999999999999,1.5832,1826.9,1.57
2215,8025596,4.494,5999.0,0.959,15.710999999999999,3.058,240.0,1.49
2217,3642741,4.513,5638.0,0.92,14.747,5.7297,3714.7,5.53
2219,8494617,4.357,5897.0,1.081,13.578,8.2,140.3,1.33
2220,10289119,3.6830000000000003,5822.0,2.886,12.249,5.712,124.1,3.21
2221,7382313,4.434,5573.0,0.982,14.985,3.206,205.2,1.4
2224,8544992,4.632,4500.0,0.633,14.993,1.9094,204.5,0.88
2225,8544992,4.632,4500.0,0.633,14.993,3.283,219.7,0.91
2226,11295426,4.279,5790.0,1.198,9.997,3.4303,346.5,2.21
2229,12306058,3.45,4938.0,3.324,13.007,7.274,72.6,3.36
2232,4915638,4.599,5352.0,0.764,15.868,3.144,325.8,1.43
2234,8081905,4.504,5812.0,0.963,15.934000000000001,2.219,323.0,1.71
2239,9269042,4.598,5195.0,0.69,15.562999999999999,3.266,420.7,1.47
2241,11461433,4.468,5083.0,0.872,14.1,1.4243,105.1,0.89
